"time","event","gene_id","strand","ES","EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
70,"SE","Solyc05g008060.4","+",2533945,2534055,"1,8,5","0,0,0","6,4,0","0,11,7",1.52266210918225e-05,0.609
120,"SE","Solyc05g008060.4","+",2533990,2534055,"334,246,282","0,0,0","190,210,233","19,38,14",0,0.137
105,"SE","Solyc05g009160.3","+",3341164,3341230,"38,40,44","0,0,3","51,35,37","10,5,5",0.000267255041403084,0.155
120,"SE","Solyc05g009160.3","+",3341164,3341230,"48,40,34","0,0,0","36,34,39","6,7,2",1.2820891263577e-05,0.164
50,"SE","Solyc05g013150.4","-",6315300,6315497,"204,263,282","0,2,0","236,190,199","4,13,20",1.49421597652553e-08,0.102
70,"SE","Solyc05g013150.4","-",6315366,6315497,"244,186,200","0,0,0","209,205,182","20,25,29",0,0.189
70,"SE","Solyc05g013150.4","-",6315371,6315497,"505,447,411","0,0,0","420,414,378","20,25,29",0,0.102
80,"SE","Solyc05g013150.4","-",6315371,6315497,"417,349,382","0,0,0","374,330,263","11,29,19",0,0.103
90,"SE","Solyc05g013150.4","-",6315371,6315497,"485,630,452","0,0,0","363,422,447","49,25,34",0,0.14
105,"SE","Solyc05g013150.4","-",6315371,6315497,"321,355,299","0,0,0","380,276,298","21,33,25",0,0.136
105,"SE","Solyc05g013150.4","-",6315793,6316017,"151,144,105","0,0,0","185,148,136","26,6,6",5.89090143228096e-09,0.125
105,"SE","Solyc05g013150.4","-",6315805,6316017,"151,144,105","0,0,0","205,181,160","26,6,6",3.33680640281101e-08,0.111
120,"SE","Solyc05g013150.4","-",6315371,6315497,"452,298,402","0,0,0","306,403,369","30,23,28",0,0.124
120,"SE","Solyc05g013150.4","-",6315793,6316017,"176,108,118","0,0,0","187,137,177","8,22,4",1.22497354253482e-07,0.122
120,"SE","Solyc05g013150.4","-",6315805,6316017,"176,108,118","0,0,0","213,159,205","8,22,4",3.73844393736435e-07,0.108
10,"SE","Solyc05g013210.3","+",6357254,6357383,"18,17,12","0,0,0","5,15,8","0,6,5",0.000322989464818926,0.322
15,"SE","Solyc05g013210.3","+",6357254,6357383,"16,10,3","0,0,0","18,7,12","0,12,8",0.000293876729249425,0.439
90,"SE","Solyc05g013210.3","+",6357254,6357383,"32,21,29","0,0,0","9,2,11","3,6,0",0.000320648514127897,0.41
40,"SE","Solyc05g013530.4","+",6842938,6843383,"1,0,0","21,28,14","4,16,4","16,21,19",1.82196320595195e-05,-0.153
40,"SE","Solyc05g013530.4","+",6842938,6843387,"0,0,0","21,28,14","0,16,2","16,21,19",0.000756139446365337,-0.109
70,"SE","Solyc05g013530.4","+",6842929,6842980,"155,208,174","43,40,48","155,174,176","12,8,19",4.59876369210603e-07,-0.156
105,"SE","Solyc05g013530.4","+",6842929,6842980,"158,162,173","49,50,38","239,201,167","15,11,18",1.68550586296709e-10,-0.181
120,"SE","Solyc05g013530.4","+",6842929,6842980,"163,117,148","42,23,39","150,167,172","12,23,18",0.000644550597917014,-0.117
80,"SE","Solyc05g015920.3","-",13033881,13034030,"319,237,315","0,0,1","230,257,219","10,13,21",1.13697939951769e-11,0.109
90,"SE","Solyc05g015920.3","-",13033881,13034030,"365,460,333","0,0,0","233,190,253","18,15,14",0,0.123
105,"SE","Solyc05g015920.3","-",13033756,13034030,"125,154,113","0,0,0","124,106,79","11,22,15",0,0.24
105,"SE","Solyc05g015920.3","-",13033881,13034030,"275,285,223","0,0,0","260,231,167","11,22,15",6.97510832161426e-14,0.13
120,"SE","Solyc05g015920.3","-",13033881,13034030,"246,270,345","0,1,0","204,177,266","23,26,20",0,0.178
30,"SE","Solyc05g050770.4","+",60312621,60312724,"232,347,218","21,27,32","210,215,236","52,43,49",0.000877281634976785,0.12
50,"SE","Solyc05g050770.4","+",60311219,60311247,"59,53,56","2,4,0","80,59,35","26,25,29",3.43405108053096e-10,0.33
50,"SE","Solyc05g050770.4","+",60311219,60311366,"377,452,449","2,4,0","410,334,320","26,25,29",0,0.122
50,"SE","Solyc05g050770.4","+",60312621,60312724,"268,346,343","15,25,14","268,269,249","48,25,44",6.60876813718852e-05,0.113
60,"SE","Solyc05g050770.4","+",60311227,60311366,"60,61,117","0,1,0","75,101,69","23,0,22",3.43028542261523e-06,0.241
60,"SE","Solyc05g050770.4","+",60311219,60311273,"67,85,74","0,1,0","108,125,91","23,0,22",1.58975087627484e-06,0.152
60,"SE","Solyc05g050770.4","+",60312621,60312724,"253,315,324","18,33,27","253,357,253","47,81,53",1.1577078893806e-05,0.132
80,"SE","Solyc05g050770.4","+",60311219,60311247,"55,42,41","16,22,19","76,52,62","0,1,10",3.6070945599831e-07,-0.271
80,"SE","Solyc05g050770.4","+",60312621,60312724,"331,277,297","25,15,25","205,218,180","42,38,33",1.01176078305873e-05,0.133
120,"SE","Solyc05g050770.4","+",60312621,60312724,"369,249,317","18,17,20","236,211,245","41,32,50",8.60454395696516e-08,0.137
5,"SE","Solyc05g052630.4","-",62240712,62241082,"41,37,28","138,117,108","63,54,70","80,106,81",0.000133952957645279,-0.136
5,"SE","Solyc05g052630.4","-",62240712,62241130,"41,37,30","138,117,108","63,52,75","80,106,81",0.000276296517863659,-0.136
5,"SE","Solyc05g052630.4","-",62240712,62240864,"42,37,28","138,117,108","63,51,70","80,106,81",0.000333303459891204,-0.132
30,"SE","Solyc05g052630.4","-",62240712,62241082,"57,65,46","53,55,61","55,55,50","111,122,101",0.00288496429384341,0.138
30,"SE","Solyc05g052630.4","-",62240712,62240864,"57,67,45","53,55,61","55,55,52","111,122,101",0.00412642093699046,0.137
30,"SE","Solyc05g052630.4","-",62240712,62241130,"59,69,47","53,55,61","55,58,60","111,122,101",0.00584283224326707,0.134
40,"SE","Solyc05g052630.4","-",62240712,62240762,"73,65,83","69,62,79","39,52,80","107,125,117",0.000906579346350817,0.177
40,"SE","Solyc05g052630.4","-",62240712,62241130,"63,75,63","69,62,79","29,53,77","107,125,117",0.00199063412734252,0.144
40,"SE","Solyc05g052630.4","-",62240712,62240864,"60,71,62","69,62,79","28,53,72","107,125,117",0.001538523247366,0.141
50,"SE","Solyc05g052630.4","-",62240712,62240762,"111,112,100","88,94,79","75,47,61","128,116,142",1.45163987155616e-08,0.221
50,"SE","Solyc05g052630.4","-",62240712,62241130,"86,92,91","88,94,79","74,44,72","128,116,142",6.25001812524061e-05,0.146
50,"SE","Solyc05g052630.4","-",62240712,62240864,"82,88,85","88,94,79","76,44,65","128,116,142",0.000151236211530181,0.138
70,"SE","Solyc05g052630.4","-",62240712,62241130,"113,61,97","74,76,96","29,36,49","167,171,159",0,0.249
70,"SE","Solyc05g052630.4","-",62240712,62240762,"92,72,72","74,76,96","62,45,34","167,171,159",1.7695791536424e-10,0.245
70,"SE","Solyc05g052630.4","-",62240712,62241185,"106,61,84","74,76,96","31,40,46","167,171,159",1.8673680488117e-13,0.23
70,"SE","Solyc05g052630.4","-",62240712,62240864,"106,61,84","74,76,96","32,41,46","167,171,159",4.06011083339771e-13,0.229
80,"SE","Solyc05g052630.4","-",62240712,62240762,"99,92,98","77,69,85","72,38,44","110,136,107",8.40557273858213e-07,0.239
80,"SE","Solyc05g052630.4","-",62240712,62241130,"90,71,93","77,69,85","55,52,45","110,136,107",2.69211956326438e-07,0.176
80,"SE","Solyc05g052630.4","-",62240712,62241082,"89,67,88","77,69,85","52,51,42","110,136,107",2.83781059565722e-07,0.174
80,"SE","Solyc05g052630.4","-",62240712,62240864,"89,67,88","77,69,85","53,51,42","110,136,107",3.52216207133168e-07,0.173
90,"SE","Solyc05g052630.4","-",62240712,62240762,"77,115,92","145,140,118","48,46,73","170,161,180",1.99371083247293e-05,0.15
90,"SE","Solyc05g052630.4","-",62240712,62241082,"98,93,87","145,140,118","39,49,52","170,161,180",2.14244336227914e-08,0.137
90,"SE","Solyc05g052630.4","-",62240712,62241185,"95,93,87","145,140,118","39,49,52","170,161,180",3.45250380427433e-08,0.135
90,"SE","Solyc05g052630.4","-",62240712,62240864,"99,93,87","145,140,118","42,50,58","170,161,180",2.04129173608417e-07,0.13
90,"SE","Solyc05g052630.4","-",62240712,62241130,"92,96,92","145,140,118","39,56,64","170,161,180",1.18823548654131e-06,0.125
105,"SE","Solyc05g052630.4","-",62240712,62240762,"64,69,87","98,117,97","54,35,37","176,173,143",2.8593452479691e-08,0.185
105,"SE","Solyc05g052630.4","-",62240712,62240864,"70,73,72","98,117,97","50,20,39","176,173,143",7.73796490542499e-11,0.158
105,"SE","Solyc05g052630.4","-",62240712,62241185,"70,73,72","98,117,97","50,21,39","176,173,143",1.05832543551893e-10,0.157
105,"SE","Solyc05g052630.4","-",62240712,62241130,"70,75,79","98,117,97","55,22,48","176,173,143",4.41202539692096e-09,0.152
120,"SE","Solyc05g052630.4","-",62240712,62240762,"80,54,69","98,67,89","40,30,52","199,162,199",2.76541610125386e-14,0.235
120,"SE","Solyc05g052630.4","-",62240712,62241185,"100,66,83","98,67,89","29,44,48","199,162,199",0,0.23
120,"SE","Solyc05g052630.4","-",62240712,62240864,"100,66,83","98,67,89","29,44,51","199,162,199",0,0.228
120,"SE","Solyc05g052630.4","-",62240712,62241130,"102,60,88","98,67,89","35,50,50","199,162,199",0,0.218
60,"SE","Solyc05g052690.4","-",62291077,62291434,"101,144,77","0,1,0","60,105,56","4,14,4",7.78344157977181e-07,0.147
90,"SE","Solyc05g052690.4","-",62291204,62291434,"277,303,283","5,10,0","146,115,163","15,18,3",8.20720745270547e-05,0.116
105,"SE","Solyc05g052690.4","-",62291204,62291434,"159,231,255","1,0,7","153,120,63","8,24,7",3.91530231152183e-08,0.166
120,"SE","Solyc05g052690.4","-",62291077,62291434,"2,3,1","0,0,0","3,7,0","4,1,1",0.000526849432160694,0.65
120,"SE","Solyc05g052690.4","-",62291077,62291434,"134,101,107","0,2,2","48,95,103","6,17,13",2.64769280652504e-09,0.197
120,"SE","Solyc05g052690.4","-",62291204,62291434,"248,209,198","0,2,2","105,135,184","6,17,13",8.97977684459391e-10,0.13
70,"SE","Solyc05g053930.4","+",63340056,63340203,"43,50,66","0,3,0","26,41,70","6,10,5",0.000106321554934217,0.219
70,"SE","Solyc05g053930.4","+",63340060,63340269,"73,77,66","0,3,0","47,65,66","6,10,5",4.54292889641557e-05,0.166
70,"SE","Solyc05g053930.4","+",63340060,63340203,"116,126,135","0,3,0","77,110,142","6,10,5",0.000108762885492932,0.101
105,"SE","Solyc05g053930.4","+",63340056,63340203,"51,44,67","0,3,0","53,44,39","15,7,6",1.17877288464539e-06,0.238
105,"SE","Solyc05g053930.4","+",63340060,63340269,"91,92,88","0,3,0","85,61,46","15,7,6",5.0420566155485e-08,0.198
105,"SE","Solyc05g053930.4","+",63340060,63340203,"142,137,153","0,3,0","138,101,79","15,7,6",1.45213093690543e-07,0.128
120,"SE","Solyc05g053930.4","+",63340169,63340203,"17,9,19","0,3,0","8,11,12","9,3,12",0.000156741190815262,0.364
120,"SE","Solyc05g053930.4","+",63340056,63340203,"70,42,76","0,3,0","27,33,26","9,3,12",6.03917861108954e-07,0.302
120,"SE","Solyc05g053930.4","+",63340060,63340203,"181,119,174","0,3,0","95,90,81","9,3,12",3.1040505691556e-07,0.132
60,"SE","Solyc05g053950.4","+",63350650,63350783,"104,170,158","5,15,12","89,111,90","20,29,19",7.5252358135836e-05,0.187
60,"SE","Solyc05g053950.4","+",63350650,63350762,"164,270,256","5,15,12","155,201,157","20,29,19",0.000297633244813854,0.115
90,"SE","Solyc05g053950.4","+",63350335,63350430,"16,15,2","20,11,6","0,0,1","13,15,25",1.03841753366079e-08,0.309
90,"SE","Solyc05g053950.4","+",63350335,63350762,"126,164,135","20,11,6","48,48,91","13,15,25",0.00024964839774878,0.217
90,"SE","Solyc05g053950.4","+",63350647,63350762,"128,170,138","20,11,6","48,50,89","13,15,25",0.000134385930512568,0.204
105,"SE","Solyc05g053950.4","+",63350650,63350783,"179,166,100","14,9,10","115,50,58","32,18,28",6.7107478411612e-09,0.282
105,"SE","Solyc05g053950.4","+",63350335,63350762,"106,110,88","14,9,10","93,51,67","32,18,28",4.01169005160882e-06,0.247
105,"SE","Solyc05g053950.4","+",63350647,63350762,"112,112,75","14,9,10","89,45,65","32,18,28",1.80652120775069e-06,0.247
105,"SE","Solyc05g053950.4","+",63350650,63350762,"294,294,198","14,9,10","215,107,132","32,18,28",1.16635401493221e-08,0.166
105,"SE","Solyc05g054390.4","+",63701027,63701102,"120,119,113","0,0,0","100,66,77","15,6,8",3.05528767509363e-10,0.146
120,"SE","Solyc05g054390.4","+",63701027,63701102,"109,80,98","0,0,0","94,61,110","13,10,12",7.91802687446865e-11,0.17
120,"SE","Solyc05g054390.4","+",63701013,63701102,"119,84,101","0,0,0","105,69,127","13,10,12",2.09539528584897e-10,0.161
25,"SE","Solyc05g054740.3","+",63979378,63979409,"191,185,144","1,6,0","157,202,216","13,19,34",5.14397277858854e-09,0.103
50,"SE","Solyc05g054740.3","+",63979360,63979576,"151,210,263","2,0,13","306,188,237","35,15,34",2.3445571605914e-07,0.144
50,"SE","Solyc05g054740.3","+",63979378,63979409,"137,163,134","2,0,13","218,158,195","35,15,34",5.4935526880787e-06,0.106
70,"SE","Solyc05g054740.3","+",63979378,63979409,"136,83,100","7,0,6","177,191,148","24,54,32",6.65689143490984e-08,0.159
70,"SE","Solyc05g054740.3","+",63982941,63983390,"81,97,127","0,0,0","168,194,153","18,15,2",7.79915097295502e-07,0.112
90,"SE","Solyc05g054740.3","+",63979378,63979409,"134,218,149","10,9,8","141,183,137","23,36,38",8.31622058851039e-08,0.139
90,"SE","Solyc05g054740.3","+",63982941,63983390,"137,199,179","0,1,0","152,165,198","7,18,9",1.41025689881654e-08,0.112
105,"SE","Solyc05g054740.3","+",63982941,63983390,"123,158,159","0,0,0","164,136,144","13,32,17",0,0.216
105,"SE","Solyc05g054740.3","+",63979385,63979409,"114,110,97","5,15,15","105,104,139","51,44,32",1.43679480285373e-05,0.188
105,"SE","Solyc05g054740.3","+",63979378,63979409,"136,130,130","5,15,15","151,148,168","51,44,32",6.11744115246004e-06,0.151
120,"SE","Solyc05g054740.3","+",63982941,63983390,"212,151,167","0,0,0","168,160,144","18,30,16",0,0.21
30,"SE","Solyc06g007310.4","-",1348788,1348859,"39,61,44","0,0,0","61,81,77","17,2,2",0.000654841771437646,0.121
70,"SE","Solyc06g007310.4","-",1348788,1348859,"100,73,63","0,0,0","62,55,83","3,24,4",2.0819495576445e-06,0.175
90,"SE","Solyc06g007310.4","-",1348788,1348859,"98,141,101","0,0,0","60,60,66","10,23,7",2.59010590753081e-13,0.231
105,"SE","Solyc06g007310.4","-",1348788,1348859,"72,75,62","1,0,0","58,57,53","7,15,1",2.45888874656379e-06,0.146
120,"SE","Solyc06g007310.4","-",1348788,1348859,"101,64,55","6,0,3","27,40,53","5,4,16",0.000805654184397935,0.165
90,"SE","Solyc06g007660.2","-",1680791,1680957,"86,103,74","4,12,12","65,79,70","18,27,27",0.000318959110036084,0.226
105,"SE","Solyc06g007660.2","-",1684139,1684248,"30,22,26","0,0,0","37,20,25","7,5,0",0.000135577166518449,0.183
105,"SE","Solyc06g007660.2","-",1684139,1684205,"51,36,34","0,0,0","56,25,39","7,5,0",0.000478853414513732,0.126
5,"SE","Solyc06g011530.3","+",8070858,8070950,"76,67,91","6,12,6","45,68,64","1,0,1",0.000293385244911682,-0.125
30,"SE","Solyc06g011530.3","+",8070902,8070950,"29,18,30","6,2,8","26,16,23","1,0,0",0.000412999873276673,-0.185
30,"SE","Solyc06g011530.3","+",8070858,8071208,"45,49,43","6,2,8","49,28,45","1,0,0",0.000459327751304232,-0.173
30,"SE","Solyc06g011530.3","+",8070858,8071178,"45,50,45","6,2,8","49,28,45","1,0,0",0.000496112614172045,-0.169
50,"SE","Solyc06g011530.3","+",8070902,8071178,"5,8,8","1,2,0","1,2,10","11,8,7",0.000321542725755041,0.603
50,"SE","Solyc06g011530.3","+",8070902,8070950,"21,26,28","1,2,0","19,19,23","11,8,7",1.23012863015967e-05,0.309
50,"SE","Solyc06g011530.3","+",8070858,8071178,"56,50,64","1,2,0","39,31,36","11,8,7",2.04591610914769e-07,0.291
50,"SE","Solyc06g011530.3","+",8070858,8070950,"87,94,101","1,2,0","67,76,58","11,8,7",1.12143453004276e-06,0.156
70,"SE","Solyc06g011530.3","+",8070902,8071178,"18,7,13","0,0,1","3,1,2","11,0,9",1.69917331166161e-05,0.549
70,"SE","Solyc06g011530.3","+",8070902,8070950,"30,23,16","0,0,1","13,4,29","11,0,9",6.37428394343073e-05,0.248
70,"SE","Solyc06g011530.3","+",8070858,8071178,"74,67,52","0,0,1","35,32,41","11,0,9",8.72315481435513e-06,0.218
70,"SE","Solyc06g011530.3","+",8070858,8070950,"107,71,74","0,0,1","72,61,69","11,0,9",1.69917331166161e-05,0.117
90,"SE","Solyc06g011530.3","+",8070858,8071178,"94,66,72","1,1,2","43,18,36","13,9,0",0.000527090054276859,0.258
90,"SE","Solyc06g011530.3","+",8070858,8071208,"94,66,71","1,1,2","43,18,36","13,9,0",0.000538467840760234,0.258
90,"SE","Solyc06g011530.3","+",8070858,8070950,"126,109,103","1,1,2","87,63,89","13,9,0",0.000140488978059633,0.108
105,"SE","Solyc06g011530.3","+",8070858,8071178,"52,63,62","4,3,2","36,29,31","15,4,8",0.000713580688594691,0.243
120,"SE","Solyc06g011530.3","+",8070858,8070950,"33,23,31","0,0,0","31,36,25","7,13,9",9.94590439192578e-10,0.335
120,"SE","Solyc06g011530.3","+",8070858,8071178,"79,46,64","0,3,5","28,42,21","7,11,8",3.02468285990178e-05,0.286
120,"SE","Solyc06g011530.3","+",8070858,8070950,"112,76,94","0,3,5","63,82,50","7,11,8",0.000507019395459845,0.132
105,"SE","Solyc06g060170.3","-",35808442,35808512,"21,48,30","0,0,0","11,18,9","4,2,2",0.000341769004386359,0.245
120,"SE","Solyc06g060170.3","-",35808442,35808512,"43,30,38","0,2,0","9,10,19","0,6,6",0.000270548910866579,0.232
50,"SE","Solyc06g060610.2","-",36284056,36284176,"11,8,14","0,0,0","3,4,5","4,1,5",1.46331597330316e-07,0.554
50,"SE","Solyc06g060610.2","-",36284056,36284146,"5,14,7","0,0,0","4,8,9","4,1,5",1.19509714922435e-05,0.418
80,"SE","Solyc06g060610.2","-",36284056,36284176,"1,1,5","0,0,0","4,4,11","6,2,2",3.2797094791136e-06,0.484
105,"SE","Solyc06g060610.2","-",36284056,36284146,"3,5,6","0,0,0","8,1,7","7,10,17",2.45241169400952e-09,0.774
105,"SE","Solyc06g060610.2","-",36284056,36284176,"2,3,7","0,0,0","5,5,16","7,10,17",8.21393239951959e-08,0.719
105,"SE","Solyc06g060610.2","-",36284067,36284176,"73,93,83","0,0,0","94,62,100","7,10,17",6.11846294497126e-10,0.186
105,"SE","Solyc06g060610.2","-",36284067,36284146,"80,93,82","0,0,0","93,59,91","7,10,17",3.97508390593697e-10,0.177
105,"SE","Solyc06g060610.2","-",36284056,36284138,"73,87,55","0,0,0","123,93,82","7,10,17",3.44986757037423e-08,0.156
120,"SE","Solyc06g060610.2","-",36284056,36284176,"1,7,1","0,0,0","2,5,5","17,8,5",1.32267801273517e-08,0.775
120,"SE","Solyc06g060610.2","-",36284067,36284176,"78,75,55","0,0,0","64,74,111","17,8,5",8.73199897254085e-08,0.182
120,"SE","Solyc06g060610.2","-",36284067,36284146,"70,72,52","0,0,0","67,70,114","17,8,5",1.55308052869246e-07,0.164
120,"SE","Solyc06g060610.2","-",36284056,36284138,"94,64,86","0,0,0","90,80,91","17,8,5",2.06118730417425e-08,0.146
80,"SE","Solyc06g063250.3","-",37601876,37602166,"33,28,56","0,0,0","16,30,32","3,5,3",3.82062419624686e-05,0.227
80,"SE","Solyc06g063250.3","-",37602106,37602166,"33,24,53","0,0,0","16,31,29","3,5,3",0.000219613240396919,0.173
80,"SE","Solyc06g063250.3","-",37602111,37602182,"49,36,46","0,0,0","33,30,38","3,5,3",0.000507674428816993,0.14
90,"SE","Solyc06g063250.3","-",37601876,37602166,"61,80,66","0,0,0","34,14,26","7,0,5",9.69695967658897e-06,0.19
90,"SE","Solyc06g063250.3","-",37602106,37602166,"56,82,67","0,0,0","30,20,28","7,0,5",2.52632955531932e-05,0.149
90,"SE","Solyc06g063250.3","-",37602111,37602182,"47,82,55","0,0,0","51,42,44","7,0,5",0.000347740024165702,0.104
70,"SE","Solyc06g068670.3","-",40204519,40204579,"717,597,677","18,33,29","538,625,502","85,78,76",0,0.114
70,"SE","Solyc06g068670.3","-",40204477,40204765,"970,938,991","18,33,29","775,856,850","85,78,76",0,0.11
70,"SE","Solyc06g068670.3","-",40204468,40204765,"985,949,997","18,33,29","787,861,855","85,78,76",0,0.109
70,"SE","Solyc06g068670.3","-",40204481,40204765,"971,937,994","18,33,29","779,863,850","85,78,76",0,0.109
120,"SE","Solyc06g068670.3","-",40204519,40204579,"836,591,714","31,29,23","406,455,406","55,94,43",0,0.119
120,"SE","Solyc06g068670.3","-",40204477,40204765,"1213,932,1063","31,29,23","643,729,643","55,94,43",2.76541610125386e-14,0.107
120,"SE","Solyc06g068670.3","-",40204481,40204765,"1213,934,1061","31,29,23","644,729,644","55,94,43",2.76541610125386e-14,0.107
120,"SE","Solyc06g068670.3","-",40204468,40204765,"1221,932,1068","31,29,23","651,738,653","55,94,43",5.32598656535382e-14,0.105
70,"SE","Solyc06g072160.3","+",42146193,42146240,"173,127,114","1,0,0","104,119,138","7,20,11",8.39918477491249e-10,0.116
80,"SE","Solyc06g072160.3","+",42146170,42146240,"23,17,26","0,1,0","10,10,15","0,15,7",0.000159417419465792,0.338
90,"SE","Solyc06g072160.3","+",42146170,42146240,"35,47,33","0,0,2","11,13,20","12,9,18",0,0.536
90,"SE","Solyc06g072160.3","+",42146193,42146240,"191,229,174","0,0,2","117,103,173","12,9,18",1.98639701178927e-11,0.109
105,"SE","Solyc06g076050.4","+",44908502,44908579,"35,32,27","0,0,0","21,27,27","1,13,11",1.94017667620783e-07,0.29
105,"SE","Solyc06g076050.4","+",44908519,44908579,"79,72,88","0,0,0","58,94,62","1,13,11",2.29910190319067e-07,0.128
120,"SE","Solyc06g076050.4","+",44908502,44908579,"22,30,29","0,0,0","19,36,15","0,23,28",4.87939658136482e-06,0.41
120,"SE","Solyc06g076050.4","+",44908519,44908579,"88,101,78","0,0,0","66,73,47","0,23,28",2.29731304234884e-08,0.254
40,"SE","Solyc06g076670.3","+",45294168,45294306,"83,61,79","51,38,30","157,171,188","28,34,53",0.0011794038369664,-0.208
40,"SE","Solyc06g076670.3","+",45294210,45294306,"72,59,64","51,38,30","122,142,154","28,34,53",0.00228925664117003,-0.19
60,"SE","Solyc06g076670.3","+",45294210,45294306,"90,104,37","56,69,84","130,152,123","50,48,41",0.0080526286604829,-0.245
60,"SE","Solyc06g076670.3","+",45294180,45294306,"113,152,75","56,69,84","181,185,153","50,48,41",0.00682025077271835,-0.205
60,"SE","Solyc06g076670.3","+",45294222,45294306,"129,187,119","56,69,84","200,241,186","50,48,41",0.00149305345273319,-0.174
70,"SE","Solyc06g076670.3","+",45294210,45294306,"84,92,73","49,62,53","143,139,152","45,47,51",0.000686903320691066,-0.169
90,"SE","Solyc06g076670.3","+",45294168,45294306,"87,162,92","102,100,47","192,202,171","42,34,29",1.0740133695013e-08,-0.315
90,"SE","Solyc06g076670.3","+",45294210,45294306,"58,152,75","102,100,47","146,159,134","42,34,29",5.12270621232014e-06,-0.309
90,"SE","Solyc06g076670.3","+",45294188,45294306,"86,161,90","102,100,47","182,196,160","42,34,29",3.50040465981475e-08,-0.305
90,"SE","Solyc06g076670.3","+",45294222,45294306,"103,226,139","102,100,47","204,211,194","42,34,29",0.000184084577000834,-0.243
105,"SE","Solyc06g076670.3","+",45294243,45294306,"42,24,40","41,41,38","172,105,72","62,40,33",1.04467727419639e-05,-0.26
105,"SE","Solyc06g076670.3","+",45294210,45294306,"55,56,65","41,41,38","291,131,127","62,40,33",4.64297244711833e-07,-0.232
105,"SE","Solyc06g076670.3","+",45294180,45294306,"89,66,82","41,41,38","365,170,171","62,40,33",1.03008422657264e-06,-0.217
105,"SE","Solyc06g076670.3","+",45294222,45294302,"16,17,25","41,41,38","84,50,35","62,40,33",0.000293947399665562,-0.204
105,"SE","Solyc06g076670.3","+",45294222,45294306,"104,82,102","41,41,38","414,206,175","62,40,33",5.4567795760633e-06,-0.179
60,"SE","Solyc07g005680.4","+",551488,551892,"54,23,15","0,0,0","58,72,61","7,2,9",0.000203574367777792,0.158
70,"SE","Solyc07g005680.4","+",551800,552139,"5,1,13","0,0,0","16,9,33","6,0,2",0.00369918712827894,0.179
70,"SE","Solyc07g005680.4","+",551826,552139,"4,1,13","0,0,0","16,9,33","6,0,2",0.00369918712827894,0.179
70,"SE","Solyc07g005680.4","+",551752,552139,"6,2,17","0,0,0","16,10,37","6,0,2",0.00457003033919781,0.176
70,"SE","Solyc07g005680.4","+",552073,552139,"9,6,7","55,23,44","33,21,50","58,60,54",0.00102047002193667,-0.172
70,"SE","Solyc07g005680.4","+",552073,552139,"4,1,7","0,0,0","17,9,33","6,0,2",0.00740938982828088,0.139
90,"SE","Solyc07g005680.4","+",551800,552139,"20,20,17","0,0,0","12,11,9","2,0,5",0.0023134717508921,0.259
90,"SE","Solyc07g005680.4","+",551826,552139,"20,18,18","0,0,0","13,13,10","2,0,5",0.00280624040006597,0.245
90,"SE","Solyc07g005680.4","+",551752,552139,"21,20,18","0,0,0","11,12,14","2,0,5",0.00250115138921048,0.228
90,"SE","Solyc07g005680.4","+",552073,552139,"4,17,17","0,0,0","11,14,8","2,0,5",0.00556310782548051,0.227
30,"SE","Solyc07g005690.3","+",559611,559682,"223,282,271","0,0,0","261,322,265","18,18,27",4.69824179562923e-13,0.1
50,"SE","Solyc07g005690.3","+",559611,559682,"219,390,342","0,0,2","307,240,217","12,24,35",0,0.122
60,"SE","Solyc07g005690.3","+",559611,559682,"270,293,317","1,1,0","241,279,278","18,29,19",0,0.105
70,"SE","Solyc07g005690.3","+",559611,559682,"372,260,288","0,0,0","168,219,269","72,35,58",0,0.273
80,"SE","Solyc07g005690.3","+",559611,560017,"68,119,98","0,0,1","81,78,53","31,30,39",0,0.481
80,"SE","Solyc07g005690.3","+",559611,559682,"262,294,305","0,0,1","220,198,175","31,30,39",0,0.199
90,"SE","Solyc07g005690.3","+",559611,559919,"85,123,65","3,0,0","79,68,84","34,52,53",0,0.52
90,"SE","Solyc07g005690.3","+",559611,559682,"303,391,225","3,0,0","210,210,238","34,52,53",0,0.231
105,"SE","Solyc07g005690.3","+",559611,559919,"77,80,84","0,0,3","72,57,69","72,47,56",0,0.614
105,"SE","Solyc07g005690.3","+",559611,559682,"237,232,283","0,0,3","223,167,163","72,47,56",0,0.313
120,"SE","Solyc07g005690.3","+",559611,560017,"92,76,71","0,1,0","58,67,72","49,82,42",0,0.617
120,"SE","Solyc07g005690.3","+",559611,559919,"92,76,71","0,1,0","61,67,71","49,82,42",0,0.614
120,"SE","Solyc07g005690.3","+",559611,559682,"262,254,231","0,1,0","218,208,209","49,82,42",0,0.28
40,"SE","Solyc07g006120.3","+",960048,960194,"49,67,55","0,2,0","40,38,66","3,2,13",0.000299471095427933,0.149
105,"SE","Solyc07g006120.3","+",960018,960194,"35,33,37","0,0,0","41,21,19","15,6,0",4.28434912549569e-06,0.262
105,"SE","Solyc07g006120.3","+",960048,960194,"85,49,58","0,0,0","63,39,51","15,6,0",2.75518840875709e-06,0.184
120,"SE","Solyc07g006120.3","+",960018,960194,"35,15,38","0,0,0","44,29,24","7,4,0",0.000212185557776087,0.152
120,"SE","Solyc07g006120.3","+",960056,960194,"33,15,34","0,0,0","41,30,21","7,4,0",0.000209458524624564,0.15
