"time","event","gene_id","strand","F_ES","F_EE","S_ES","S_EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822662,55822692,55822692,55822789,"179,346,239","36,35,27","200,252,306","2,16,8",8.5266481936091e-08,-0.115
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822203,55822422,55822515,55822782,"103,138,96","2,1,0","119,179,76","13,10,21",1.78065218681297e-08,0.114
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822392,55822455,55822662,"0,0,0","29,235,40","6,2,20","62,61,58",1.84877472463449e-08,-0.114
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822203,55822422,55822422,55822782,"103,138,96","2,1,0","124,179,76","13,10,21",2.1568548876182e-08,0.113
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822203,55822422,55822482,55822782,"103,138,96","2,1,0","119,181,76","13,10,21",1.88880838611165e-08,0.113
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822789,55822815,55822842,"132,180,158","5,4,1","61,115,98","42,19,0",2.7481555718752e-07,0.113
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822203,55822422,55822635,55822782,"103,137,96","2,1,0","119,174,79","13,10,21",1.63087452157527e-08,0.112
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822692,55822755,55822842,"124,171,156","29,23,68","58,111,89","2,5,14",0.000125494781452417,-0.112
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822692,55822815,55822842,"132,180,158","6,6,3","61,115,98","41,22,1",2.61355809355108e-06,0.112
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822482,55822755,55822782,"101,128,84","17,65,22","113,163,67","12,1,7",4.65253947368249e-09,-0.111
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822422,55822602,55822782,"103,138,96","2,1,0","119,179,90","22,10,16",2.96364466105152e-09,0.111
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822362,55822455,55822662,"0,0,0","25,240,36","6,2,20","56,61,53",1.71884672385551e-08,-0.111
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822755,55822842,"124,171,156","16,58,17","58,111,89","3,1,1",1.35074717111536e-09,-0.11
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822422,55822782,55822842,"129,186,166","2,1,0","69,113,98","22,10,16",8.297201309852e-13,0.11
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822362,55822392,55822602,"45,27,27","1,8,5","34,8,56","0,1,1",0.000936556826920523,-0.11
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822515,55822782,"103,138,96","5,1,0","119,179,76","14,18,17",8.96809906957759e-08,0.109
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822482,55822782,"103,138,96","5,1,0","119,181,76","14,18,17",9.57764975261672e-08,0.108
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822272,55822422,55822482,55822782,"103,138,96","2,1,0","119,181,76","13,15,16",8.86925344974171e-09,0.108
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822272,55822422,55822515,55822782,"103,138,96","2,1,0","119,179,76","13,15,16",8.29368768389453e-09,0.108
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822542,55822755,55822782,"101,128,84","21,44,45","113,163,67","15,1,15",7.99965230213643e-07,-0.108
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822422,55822782,"103,138,96","5,1,0","124,179,76","14,18,17",1.0936590067374e-07,0.107
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822635,55822782,"103,137,96","5,1,0","119,174,79","14,18,17",8.20409204631898e-08,0.107
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822272,55822422,55822422,55822782,"103,138,96","2,1,0","124,179,76","13,15,16",9.78486599598368e-09,0.107
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822755,55822782,"101,128,84","12,51,17","113,163,67","9,0,0",2.39581687821938e-11,-0.106
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822422,55822692,55822782,"102,130,91","2,1,0","118,164,67","22,10,16",1.99361300800824e-09,0.106
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822362,55822722,55822789,"3,0,0","486,779,280","29,0,23","142,721,265",1.49488442137695e-10,-0.106
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822692,55822722,55822789,"3,0,0","487,773,281","29,0,23","143,730,265",1.55872833711347e-10,-0.106
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822272,55822422,55822635,55822782,"103,137,96","2,1,0","119,174,79","13,15,16",7.62180988583473e-09,0.106
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822482,55822602,"147,189,148","12,50,15","114,155,111","3,0,1",2.84291269203276e-11,-0.105
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822482,55822482,55822602,"147,189,148","12,50,15","114,155,111","4,0,0",2.84291269203276e-11,-0.105
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822203,55822422,55822602,55822782,"103,138,96","2,1,0","119,179,90","13,10,21",2.09129766888023e-08,0.105
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822662,55822692,55822722,55822842,"194,273,243","36,35,27","124,193,154","2,16,8",0.00034438490099663,-0.105
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822392,55822722,55822789,"3,0,0","486,772,281","29,0,23","148,727,264",1.39335173635795e-10,-0.104
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822662,55822722,55822789,"3,0,0","486,771,279","29,0,23","148,728,266",1.43624230564054e-10,-0.104
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822422,55822755,55822842,"124,171,156","2,1,3","58,111,89","13,10,16",6.92894400678592e-10,0.104
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822722,55822722,55822842,"184,254,224","8,11,7","133,177,164","46,28,10",6.74729335861983e-07,0.104
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822203,55822422,55822692,55822782,"102,130,91","2,1,0","118,164,67","13,10,21",1.91131067174507e-08,0.103
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822662,55822692,55822782,"102,130,91","0,35,32","118,164,67","6,1,4",4.42496211580175e-06,-0.103
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822482,55822722,55822789,"3,0,0","491,786,286","29,0,23","151,728,271",1.35878976620263e-10,-0.102
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822602,55822782,"103,138,96","5,1,0","119,179,90","14,18,17",1.31792199140902e-07,0.101
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822782,55822842,"129,186,166","5,1,0","69,113,98","14,18,17",2.93365332027155e-12,0.101
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822392,55822602,"45,27,27","2,8,2","34,8,56","0,1,0",0.000567991754601356,-0.101
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822692,55822755,55822782,"101,128,84","1,37,34","113,163,67","1,3,3",8.90123994946007e-10,-0.101
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822482,55822602,"147,189,148","17,50,15","114,155,111","9,1,0",1.24851343983811e-08,-0.1
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822422,55822722,55822789,"3,0,0","488,772,279","29,0,23","155,737,280",1.70985160302225e-10,-0.1
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822272,55822422,55822602,55822782,"103,138,96","2,1,0","119,179,90","13,15,16",1.12410266425399e-08,0.1
105,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822662,55822722,55822842,"184,254,224","5,4,1","133,177,164","46,20,2",1.24118844779196e-08,0.1
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822242,55822362,"3,1,6","0,0,1","0,5,0","5,15,2",1.76055625078005e-07,0.873
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822245,55822662,"3,1,13","0,0,1","1,0,1","5,15,2",1.77418080227347e-12,0.848
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822242,55822662,"7,5,74","0,0,1","1,4,1","5,15,2",0,0.83
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822242,55822692,"8,4,74","0,0,1","0,4,2","5,15,2",0,0.818
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822272,55822662,"15,1,6","0,0,1","1,0,1","5,15,2",3.85691478754725e-13,0.814
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822242,55822392,"4,6,78","0,0,1","2,4,1","5,15,2",0,0.801
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822242,55822692,"8,4,74","2,0,0","0,4,2","5,15,6",0,0.795
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822242,55822362,"3,1,6","2,0,0","0,5,0","5,15,6",9.07745833743674e-06,0.779
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822242,55822662,"7,5,74","2,0,0","1,4,1","5,15,6",0,0.773
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822242,55822662,"7,5,74","1,0,1","1,4,1","5,16,2",0,0.771
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822242,55822362,"3,1,6","1,0,1","0,5,0","5,16,2",8.39150981636847e-06,0.766
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822242,55822692,"8,4,74","1,0,1","0,4,2","5,16,2",4.28546087505636e-13,0.766
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822245,55822662,"3,1,13","1,0,1","1,0,1","5,16,2",1.43343991222218e-09,0.731
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822242,55822392,"4,6,78","1,0,1","2,4,1","5,16,2",3.30592696075975e-13,0.709
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822242,55822392,"4,6,78","2,0,0","2,4,1","5,15,6",5.29682964154752e-11,0.699
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822242,55822482,"6,4,74","1,0,3","0,4,0","2,1,7",6.55554171059029e-06,0.671
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822362,55822662,"3,1,19","0,0,1","1,32,1","5,15,2",3.68072030317219e-06,0.668
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822242,55822482,"6,4,74","0,0,3","0,4,0","2,0,7",8.28161448193806e-05,0.646
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822392,55822455,55822692,"4,19,0","0,2,16","0,0,2","2,36,186",2.57000943236658e-05,0.631
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822272,55822542,"12,5,8","1,0,3","1,1,0","2,1,7",3.30772848524984e-06,0.629
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822455,55822692,"4,19,0","1,0,12","0,0,2","11,45,207",8.39150981636847e-06,0.597
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822422,55822542,"10,7,7","2,0,0","6,4,5","5,15,6",1.92307022119645e-06,0.576
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822242,55822542,"4,9,76","0,0,3","1,5,0","2,0,7",0.000758257293406177,0.568
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822362,55822662,"3,1,19","2,0,0","1,32,1","5,15,6",0.000240442302665395,0.559
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822362,55822662,"3,1,19","1,0,1","1,32,1","5,16,2",0.000160864247834998,0.558
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822392,55822662,"3,1,0","0,11,6","1,3,1","0,1,0",0.000104530674429564,-0.556
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822245,55822392,"0,2,17","2,0,0","2,0,1","5,15,6",0.000360579133028784,0.554
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822242,55822392,"4,4,83","1,0,3","0,6,3","2,1,7",0.000475223452714439,0.554
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822242,55822542,"4,9,76","1,0,3","1,5,0","2,1,7",6.8373039088548e-05,0.554
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822455,55822662,"3,20,0","1,0,12","1,0,1","11,45,207",1.81760149068037e-05,0.554
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822422,55822662,"3,7,0","0,0,1","1,0,1","5,15,2",1.53610580748785e-05,0.551
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822242,55822482,"6,4,74","2,0,3","0,4,0","4,0,11",0.000424569389884829,0.545
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822422,55822692,"4,6,0","0,0,1","0,0,2","5,15,2",1.96430191978242e-05,0.539
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822455,55822602,"37,45,42","1,0,12","14,22,67","11,45,207",7.02866000693689e-11,0.538
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822272,55822542,"26,10,17","2,0,0","6,7,11","5,15,6",3.9517243648849e-08,0.537
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822422,55822542,"10,7,7","0,0,1","6,4,5","5,15,2",2.10147018211707e-06,0.53
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822272,55822722,"13,6,18","2,0,0","9,6,7","5,15,6",1.04149902768735e-06,0.524
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822392,55822455,55822662,"3,20,0","0,2,16","1,0,1","2,36,186",0.000148140863786032,0.524
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822362,55822482,"4,8,5","2,0,0","2,13,5","5,15,6",7.10827252763158e-05,0.519
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822362,55822482,"4,8,5","0,0,1","2,13,5","5,15,2",1.11499510932287e-05,0.518
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822392,55822392,55822722,"1,6,12","4,6,78","9,9,7","2,4,1",6.85092639036045e-05,-0.517
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822245,55822542,"14,10,24","2,0,0","6,7,11","5,15,6",1.71388419633608e-07,0.514
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822362,55822422,"3,4,1","3,10,11","3,1,1","0,1,0",6.90433301904641e-05,-0.507
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822245,55822542,"14,10,24","0,0,1","6,7,11","5,15,2",9.92959495980319e-07,0.504
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822272,55822722,"13,6,18","0,0,1","9,6,7","5,15,2",1.49974433428763e-06,0.502
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822332,55822542,"14,10,11","2,0,0","6,8,12","5,15,6",2.38045707385011e-06,0.498
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822272,55822542,"26,10,17","0,0,1","6,7,11","5,15,2",9.49276691752539e-07,0.496
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822245,55822392,"0,2,17","1,0,1","2,0,1","5,16,2",0.000290682244404,0.494
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822242,55822542,"18,14,85","2,0,0","6,11,11","5,15,6",1.61289163843043e-11,0.493
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822242,55822722,"5,10,86","0,0,1","9,10,7","5,15,2",2.75605874122763e-09,0.492
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822392,55822542,"14,10,11","2,0,0","6,10,11","5,15,6",1.61545269166603e-06,0.49
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822422,55822722,"1,12,12","0,0,1","9,6,7","5,15,2",7.29848050551618e-06,0.49
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822242,55822542,"18,14,85","0,0,1","6,11,11","5,15,2",1.300323006413e-08,0.489
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822272,55822542,"26,10,17","1,0,1","6,7,11","5,16,2",7.06353266327782e-06,0.483
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822245,55822542,"14,10,24","1,0,1","6,7,11","5,16,2",1.09107490855067e-05,0.475
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822332,55822722,"1,6,12","0,0,1","9,7,8","5,15,2",2.3810940666005e-05,0.472
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822272,55822722,"13,6,18","1,0,1","9,6,7","5,16,2",1.50860176643393e-05,0.471
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822332,55822542,"14,10,11","0,0,1","6,8,12","5,15,2",6.50633080697561e-06,0.469
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822392,55822722,"1,6,12","0,0,1","9,9,7","5,15,2",1.81524516742048e-05,0.466
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822455,55822722,"1,25,12","1,0,12","9,6,7","11,45,207",5.09642314217603e-05,0.466
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822272,55822542,"12,5,8","0,0,3","1,1,0","2,0,7",0.000272236454627949,0.462
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822392,55822542,"14,10,11","0,0,1","6,10,11","5,15,2",5.12493135023377e-06,0.46
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822422,55822692,"4,6,0","1,0,1","0,0,2","5,16,2",0.00023202380136032,0.444
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822272,55822542,"12,5,8","2,0,3","1,1,0","4,0,11",0.000958711164515449,0.44
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822422,55822455,55822692,"4,19,0","1,0,2","0,0,2","4,9,2",0.000588284496432527,0.439
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822362,55822482,"4,8,5","1,0,1","2,13,5","5,16,2",0.000218548517691827,0.435
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822422,55822662,"3,7,0","1,0,1","1,0,1","5,16,2",0.00020131286085856,0.435
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822242,55822422,"5,4,74","0,0,1","11,11,12","5,15,2",2.98963568392451e-07,0.434
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822242,55822722,"5,10,86","2,0,0","9,10,7","5,15,6",1.10721259251949e-07,0.43
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822242,55822722,"5,10,86","1,0,1","9,10,7","5,16,2",2.58299187798888e-07,0.418
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822422,55822455,55822662,"3,20,0","1,0,2","1,0,1","4,9,2",0.000488040245255399,0.418
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822272,55822482,"38,13,30","2,0,0","4,25,28","5,15,6",1.49974433428763e-06,0.414
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822245,55822482,"26,13,37","0,0,1","4,25,28","5,15,2",8.14879848711723e-06,0.407
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822245,55822482,"26,13,37","2,0,0","4,25,28","5,15,6",2.55090162094831e-06,0.405
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822272,55822482,"38,13,30","0,0,1","4,25,28","5,15,2",7.20526081053113e-06,0.404
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822242,55822482,"30,17,98","0,0,1","4,29,28","5,15,2",1.49974433428763e-06,0.403
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822332,55822482,"26,13,24","2,0,0","4,26,29","5,15,6",7.7909187430726e-06,0.399
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822272,55822482,"38,13,30","1,0,1","4,25,28","5,16,2",3.53372399187717e-05,0.399
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822242,55822482,"30,17,98","2,0,0","4,29,28","5,15,6",5.83042906586766e-08,0.396
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822332,55822482,"26,13,24","0,0,1","4,26,29","5,15,2",1.53610580748785e-05,0.396
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822362,55822542,"14,10,30","2,0,0","6,39,11","5,15,6",4.57848743519867e-06,0.381
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822245,55822542,"0,5,15","1,0,3","1,1,0","2,1,7",0.000915829820478684,0.38
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822362,55822542,"14,10,30","0,0,1","6,39,11","5,15,2",4.3963956082477e-06,0.377
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822362,55822722,"1,6,31","0,0,1","9,38,7","5,15,2",5.12493135023377e-06,0.376
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822362,55822662,"3,1,19","0,11,6","1,32,1","0,1,0",0.000915829820478684,-0.376
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822149,55822272,55822305,"1,14,0","1,6,1","0,0,0","1,2,4",0.00028697976999585,0.372
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822215,55822542,"14,43,11","2,0,0","40,9,11","5,15,6",2.22336044339383e-05,0.368
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822242,55822422,"5,4,74","2,0,0","11,11,12","5,15,6",4.2286394394756e-06,0.362
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822242,55822422,"5,4,74","1,0,1","11,11,12","5,16,2",8.5452098281265e-06,0.359
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822422,55822422,55822602,"37,33,42","15,15,7","14,22,67","31,46,56",7.15916140227456e-05,0.359
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822362,55822482,"4,8,5","0,11,6","2,13,5","0,1,0",0.00012719215492266,-0.336
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822215,55822542,"14,43,11","0,0,1","40,9,11","5,15,2",3.13024390401505e-05,0.332
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822275,55822542,"14,29,11","2,0,0","79,7,17","5,15,6",0.000497451741839949,0.329
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822515,55822662,"76,102,83","1,0,12","99,95,88","11,45,207",8.56179957651928e-05,0.327
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822515,55822692,"77,102,84","1,0,12","99,95,89","11,45,207",7.95745293371247e-05,0.327
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822755,55822842,"110,128,120","1,0,12","129,60,100","11,45,207",1.49974433428763e-06,0.326
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822275,55822722,"1,25,12","0,0,1","82,6,13","5,15,2",0.000578022606559536,0.324
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822515,55822722,"74,108,96","1,0,12","108,101,94","11,45,207",7.37201265658325e-05,0.321
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822635,55822782,"80,130,87","1,0,12","107,125,76","11,45,207",0.000176185706465629,0.318
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822455,55822782,"80,137,80","1,0,12","107,126,76","11,45,207",0.000202464988716306,0.315
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822575,55822782,"80,118,80","1,0,12","107,126,76","11,45,207",0.000294329793530654,0.315
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822422,55822422,55822542,"10,7,7","15,15,7","6,4,5","31,46,56",0.00017345054261721,0.312
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822245,55822722,"1,6,25","1,0,1","9,6,7","5,16,2",0.000683641432398412,0.309
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822245,55822602,"37,27,55","0,0,1","14,22,67","5,15,2",9.99001383544533e-06,0.302
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822272,55822602,"49,27,48","0,0,1","14,22,67","5,15,2",8.63605791383238e-06,0.301
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822275,55822542,"14,29,11","0,0,1","79,7,17","5,15,2",0.000454130952518904,0.3
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822422,55822602,"37,33,42","0,0,1","14,22,67","5,15,2",1.22777831462733e-05,0.299
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822272,55822602,"49,27,48","1,0,1","14,22,67","5,16,2",4.01139813340682e-05,0.298
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822515,55822602,"67,91,83","1,0,12","93,99,86","11,45,207",7.3062833239403e-05,0.297
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822245,55822602,"37,27,55","1,0,1","14,22,67","5,16,2",4.64547480009665e-05,0.296
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822332,55822602,"37,27,42","0,0,1","14,23,68","5,15,2",1.46394479592263e-05,0.295
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822242,55822602,"41,31,116","0,0,1","14,26,67","5,15,2",1.93820512879606e-06,0.293
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822392,55822722,"1,6,12","0,11,6","9,9,7","0,1,0",0.000183459923921935,-0.293
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822422,55822602,"37,33,42","1,0,1","14,22,67","5,16,2",5.86530058121649e-05,0.293
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822722,55822782,"78,115,78","1,0,12","107,100,72","11,45,207",6.8373039088548e-05,0.29
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822272,55822602,"49,27,48","2,0,0","14,22,67","5,15,6",2.85376786569646e-06,0.289
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822242,55822602,"41,31,116","1,0,1","14,26,67","5,16,2",6.77286014707841e-06,0.289
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822332,55822602,"37,27,42","1,0,1","14,23,68","5,16,2",7.2332490724548e-05,0.289
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822182,55822392,55822602,"37,27,42","0,0,1","14,25,67","5,15,2",1.40534503541366e-05,0.288
120,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822245,55822602,"37,27,55","2,0,0","14,22,67","5,15,6",3.71634001980666e-06,0.283
