"time","event","gene_id","strand","ri_ES","ri_EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
105,"RI","Solyc08g083320.4","-",63965276,63965454,"221,261,268","2301,2507,2513","577,416,484","2533,1276,1245",0,-0.111
120,"RI","Solyc08g083320.4","-",63965276,63965505,"262,239,204","3140,2245,2495","492,499,431","1359,1372,1415",0,-0.132
20,"RI","Solyc09g005230.3","-",180236,180415,"19,11,15","3,9,8","15,23,26","3,0,0",0.000623366394852016,-0.333
25,"RI","Solyc09g005230.3","-",180236,180415,"18,19,18","5,3,13","19,22,23","2,1,0",0.000896359442841321,-0.282
25,"RI","Solyc09g005230.3","-",181798,182269,"0,1,0","9,15,5","1,4,4","2,5,4",0.000522535623629186,-0.262
60,"RI","Solyc09g005230.3","-",179333,179590,"32,22,31","5,6,5","20,27,30","0,2,0",0.000321389109992817,-0.204
90,"RI","Solyc09g005230.3","-",179119,179435,"1,3,12","65,94,89","20,19,20","72,50,73",4.16070169117749e-07,-0.116
70,"RI","Solyc09g007160.4","+",808269,808534,"2,0,2","0,4,4","6,8,3","0,0,0",1.92852210908517e-05,-0.582
90,"RI","Solyc09g007160.4","+",808269,808534,"0,0,3","3,2,0","10,6,10","0,0,0",3.60023171949758e-05,-0.667
105,"RI","Solyc09g007160.4","+",805858,806138,"2,1,8","80,62,70","9,20,8","37,30,42",2.87931684471837e-06,-0.139
90,"RI","Solyc09g007680.4","-",1247892,1248187,"11,21,7","23,66,72","22,33,21","32,27,35",0.000838111201979039,-0.192
105,"RI","Solyc09g007680.4","-",1247892,1248187,"12,2,5","59,34,54","25,14,14","42,9,47",0.000603944860165154,-0.251
120,"RI","Solyc09g007680.4","-",1247953,1248120,"22,7,3","55,57,50","15,16,26","24,18,39",8.27739837693653e-05,-0.219
105,"RI","Solyc09g008490.4","+",2012725,2013077,"4,0,3","85,90,64","21,14,28","132,40,61",2.13192006794033e-10,-0.15
120,"RI","Solyc09g008490.4","+",2012725,2013077,"9,2,1","110,88,113","11,19,31","68,79,88",1.23799000401183e-09,-0.116
20,"RI","Solyc09g008520.4","-",2040885,2041111,"3,4,1","0,0,0","3,2,4","3,2,1",0.00020635341098381,0.531
40,"RI","Solyc09g008520.4","-",2040885,2041111,"5,7,5","5,1,1","8,5,2","0,1,0",0.000707883064725645,-0.282
50,"RI","Solyc09g008520.4","-",2041388,2041672,"8,5,5","15,42,33","1,0,0","24,27,33",0.000134364563559246,0.125
60,"RI","Solyc09g008520.4","-",2040885,2041111,"13,19,25","43,57,26","3,4,1","28,34,31",0.000104840680311912,0.174
90,"RI","Solyc09g008520.4","-",2041388,2041672,"0,3,6","44,60,47","9,1,10","18,12,21",0.000372011263453315,-0.136
105,"RI","Solyc09g008520.4","-",2037885,2038120,"4,0,2","98,89,56","28,13,17","105,43,29",1.17223971270702e-12,-0.176
105,"RI","Solyc09g008520.4","-",2041393,2041672,"0,0,0","37,30,33","11,3,3","41,15,26",9.17757540465887e-06,-0.105
20,"RI","Solyc09g008650.3","-",2151894,2152370,"12,1,11","0,1,0","0,1,3","3,0,6",0.00019370507973575,0.378
25,"RI","Solyc09g008650.3","-",2152268,2152713,"9,13,16","2,1,0","2,0,3","2,1,4",0.000472924270418988,0.651
40,"RI","Solyc09g008650.3","-",2152268,2152713,"14,7,2","0,0,1","2,0,3","2,5,2",6.74097330313334e-06,0.579
50,"RI","Solyc09g008650.3","-",2151894,2152346,"9,15,13","0,3,2","0,1,3","2,6,1",0.00077873926190567,0.601
90,"RI","Solyc09g008650.3","-",2152268,2152713,"3,7,8","0,0,0","5,0,3","0,5,4",1.12210943715113e-05,0.576
70,"RI","Solyc09g009660.3","+",3103614,3103968,"17,50,40","132,91,112","49,55,67","87,60,83",0.00073030526270571,-0.145
105,"RI","Solyc09g009660.3","+",3102833,3103322,"7,4,5","42,18,25","18,13,7","11,12,10",2.1718427127779e-05,-0.264
105,"RI","Solyc09g009660.3","+",3103614,3103968,"41,42,24","85,128,139","75,40,53","100,84,68",0.00077999135511304,-0.122
105,"RI","Solyc09g009660.3","+",3102833,3103322,"12,17,9","111,130,130","38,23,16","75,78,52",2.41292897527199e-07,-0.106
70,"RI","Solyc09g010380.3","+",3802432,3802795,"26,26,14","49,85,44","18,39,30","26,36,25",0.000573708885866028,-0.168
90,"RI","Solyc09g010380.3","+",3802428,3802926,"18,38,27","58,65,87","36,59,47","26,44,20",3.71326455454458e-08,-0.285
105,"RI","Solyc09g010380.3","+",3802428,3802926,"17,20,12","56,44,72","39,24,35","35,15,10",3.43684141851894e-07,-0.348
120,"RI","Solyc09g010380.3","+",3802428,3802926,"15,15,9","34,37,58","21,38,59","23,25,26",5.9026716224448e-07,-0.285
105,"RI","Solyc09g010460.3","+",3858946,3859428,"27,21,20","14,8,9","10,13,6","34,39,22",6.13911306906125e-10,0.401
120,"RI","Solyc09g010460.3","+",3858946,3859428,"16,21,13","15,8,19","3,4,1","17,16,23",8.63807500996076e-06,0.322
105,"RI","Solyc09g011860.4","-",5175875,5176304,"0,0,0","18,26,12","66,50,49","62,94,70",6.1143622778486e-14,-0.3
105,"RI","Solyc09g011860.4","-",5176074,5176304,"0,0,0","22,14,11","29,35,21","79,100,76",4.2237518538793e-08,-0.169
120,"RI","Solyc09g011860.4","-",5176046,5176311,"0,0,0","18,19,10","24,25,15","82,52,66",1.01127426901138e-07,-0.168
15,"RI","Solyc09g018830.2","+",17652203,17652437,"33,18,15","140,125,97","48,35,44","86,100,108",0.000209649286182747,-0.117
30,"RI","Solyc09g018830.2","+",17652203,17652437,"9,31,21","115,106,100","54,69,61","88,136,117",1.75046602833271e-06,-0.152
40,"RI","Solyc09g018830.2","+",17652203,17652437,"35,18,31","116,131,109","88,62,59","109,153,119",0.000397426595387682,-0.131
50,"RI","Solyc09g018830.2","+",17652203,17652437,"19,30,39","130,177,172","70,85,89","127,102,69",4.49343850109802e-11,-0.252
60,"RI","Solyc09g018830.2","+",17652203,17652437,"26,31,37","122,165,131","54,83,52","104,140,109",6.77738458703461e-06,-0.127
70,"RI","Solyc09g018830.2","+",17650695,17651014,"163,79,123","127,64,105","175,115,162","51,53,80",0.000575959640962432,-0.171
70,"RI","Solyc09g018830.2","+",17652203,17652437,"27,46,29","151,90,119","74,66,60","77,69,131",0.000385934140375077,-0.169
80,"RI","Solyc09g018830.2","+",17652203,17652437,"32,21,31","120,118,116","61,60,62","71,100,71",1.93686594851214e-09,-0.2
90,"RI","Solyc09g018830.2","+",17652203,17652437,"29,33,35","127,198,147","56,75,64","111,105,95",3.31802213089771e-10,-0.169
105,"RI","Solyc09g018830.2","+",17652203,17652437,"32,28,17","136,120,141","64,81,66","136,89,72",9.04263780076104e-10,-0.214
120,"RI","Solyc09g018830.2","+",17652203,17652437,"23,25,15","155,129,122","58,59,97","59,65,64",0,-0.327
120,"RI","Solyc09g018830.2","+",17650537,17650879,"133,75,102","43,42,37","125,144,153","16,12,15",7.73777110626555e-09,-0.257
70,"RI","Solyc09g030390.3","-",30228626,30228920,"3,0,7","0,5,3","2,3,8","0,0,0",0.000344046306047796,-0.468
80,"RI","Solyc09g030390.3","-",30222929,30223414,"31,33,31","12,6,9","57,32,39","1,0,0",1.14599169888405e-09,-0.345
70,"RI","Solyc09g031750.4","-",26361245,26361737,"135,106,68","267,202,215","104,124,109","129,110,158",0.000109982475809141,-0.119
80,"RI","Solyc09g031750.4","-",26361245,26361737,"71,109,86","222,210,204","117,128,110","124,121,81",9.85444692455364e-11,-0.184
90,"RI","Solyc09g031750.4","-",26363880,26364336,"3,2,5","0,5,2","2,10,13","0,0,0",0.000729063754522311,-0.393
105,"RI","Solyc09g031750.4","-",26361245,26361737,"113,109,89","283,241,226","149,126,118","221,122,108",8.29545096862562e-07,-0.144
25,"RI","Solyc09g057580.4","-",45938825,45939297,"5,7,8","5,1,6","8,14,9","1,0,0",8.03798030956542e-05,-0.428
30,"RI","Solyc09g057580.4","-",45938825,45939297,"12,7,9","3,8,4","10,8,16","1,1,0",0.000351541034899532,-0.377
70,"RI","Solyc09g057580.4","-",45938825,45939287,"7,12,28","5,15,6","30,18,31","1,4,0",0.000687253941874421,-0.409
80,"RI","Solyc09g057580.4","-",45938825,45939297,"7,23,15","4,5,3","12,13,25","0,2,0",0.000971021988546607,-0.294
105,"RI","Solyc09g057580.4","-",45938825,45939297,"15,30,27","2,6,4","29,20,10","0,0,1",0.000189852484807806,-0.185
80,"RI","Solyc09g063030.4","-",57062425,57062866,"14,8,1","0,0,0","12,7,4","0,3,4",0.000420040857802549,0.376
90,"RI","Solyc09g063030.4","-",57062425,57062866,"6,1,11","0,0,0","7,7,20","1,2,13",6.66885711888192e-07,0.384
105,"RI","Solyc09g063030.4","-",57062425,57062866,"2,10,5","0,0,0","42,7,6","7,3,6",1.10800177585209e-06,0.46
105,"RI","Solyc09g064870.3","-",58457961,58458203,"0,0,0","13,44,22","7,5,0","17,15,40",0.000975133602742825,-0.108
120,"RI","Solyc09g064870.3","-",58457943,58458203,"0,0,1","33,19,27","0,5,12","29,18,17",8.32720656290218e-05,-0.126
5,"RI","Solyc09g065660.4","+",59977091,59977272,"14,16,9","31,37,18","59,88,68","46,79,57",0.000958893290350208,-0.201
15,"RI","Solyc09g065660.4","+",59977091,59977272,"57,106,74","16,34,25","45,65,92","65,78,65",2.57800107362571e-06,0.295
15,"RI","Solyc09g065660.4","+",59977091,59977272,"58,106,76","27,33,21","46,65,92","44,64,65",0.000220981161777058,0.227
20,"RI","Solyc09g065660.4","+",59977253,59977539,"46,178,137","4,28,9","55,78,115","40,62,84",0,0.411
20,"RI","Solyc09g065660.4","+",59977091,59977272,"75,92,122","24,44,49","43,63,71","45,55,62",0.000230672301833256,0.209
25,"RI","Solyc09g065660.4","+",59977091,59977272,"67,113,88","33,27,32","54,44,63","50,55,62",1.77174056026865e-05,0.264
25,"RI","Solyc09g065660.4","+",59977091,59977272,"68,113,89","27,36,30","54,44,63","42,59,65",2.63106786155369e-06,0.261
25,"RI","Solyc09g065660.4","+",59977253,59977539,"77,110,98","28,18,22","65,64,89","38,48,63",7.927840114802e-05,0.242
25,"RI","Solyc09g065660.4","+",59977253,59977539,"78,117,103","0,0,3","72,72,92","11,10,5",3.18418360682147e-06,0.149
30,"RI","Solyc09g065660.4","+",59977253,59977539,"95,171,66","29,34,29","58,97,90","45,69,57",0.000811888812377087,0.204
50,"RI","Solyc09g065660.4","+",59977091,59977272,"70,43,67","75,29,30","41,29,24","72,43,71",0.000861225431500386,0.231
70,"RI","Solyc09g065660.4","+",59977091,59977272,"70,55,41","47,46,42","15,29,18","51,54,74",2.22088824875929e-07,0.249
80,"RI","Solyc09g065660.4","+",59977253,59977539,"57,62,58","3,10,6","78,61,59","0,3,0",0.000174961983431047,-0.127
90,"RI","Solyc09g065660.4","+",59977091,59977272,"46,79,89","31,61,21","22,22,22","63,56,43",2.12273457594243e-06,0.343
90,"RI","Solyc09g065660.4","+",59977091,59977272,"44,77,89","32,50,55","20,21,22","71,46,49",4.79568431075936e-11,0.287
105,"RI","Solyc09g065660.4","+",59977091,59977277,"29,38,32","32,23,14","27,10,13","47,47,44",3.30078326164019e-05,0.304
105,"RI","Solyc09g065660.4","+",59977253,59977539,"50,44,33","2,7,3","31,23,19","18,10,8",3.02043197787007e-05,0.299
105,"RI","Solyc09g065660.4","+",59977253,59977539,"51,48,38","18,26,32","36,26,19","48,41,44",0.000391918142240151,0.26
105,"RI","Solyc09g065660.4","+",59977091,59977277,"29,38,30","20,38,33","27,10,13","50,44,42",0.000190100723173802,0.227
120,"RI","Solyc09g065660.4","+",59977091,59977272,"71,31,51","54,22,13","10,14,14","42,62,47",3.0836740975029e-09,0.403
120,"RI","Solyc09g065660.4","+",59977253,59977539,"88,62,47","45,27,10","37,28,19","52,49,41",1.1115431190274e-07,0.362
120,"RI","Solyc09g065660.4","+",59977091,59977272,"71,31,51","57,39,20","10,13,14","42,44,35",1.73376692162641e-05,0.299
120,"RI","Solyc09g065660.4","+",59977253,59977539,"71,58,31","3,5,6","32,25,13","10,22,5",0.000143733326688475,0.291
15,"RI","Solyc09g065950.3","-",60325409,60325723,"0,0,0","2,1,2","1,1,6","1,1,1",0.000195193004212397,-0.472
80,"RI","Solyc09g065950.3","-",60330212,60330559,"10,15,0","17,10,15","0,2,0","13,9,11",0.000896870007594443,0.208
105,"RI","Solyc09g065950.3","-",60330303,60330559,"5,15,3","5,12,3","1,1,0","29,4,13",9.63495001344143e-09,0.346
20,"RI","Solyc09g066470.4","-",60990325,60990682,"3,1,15","5,2,0","24,37,22","0,0,0",0.00307919384184751,-0.495
25,"RI","Solyc09g066470.4","-",60990533,60990965,"78,58,78","477,485,487","163,198,151","391,512,465",3.50715637087241e-12,-0.112
40,"RI","Solyc09g066470.4","-",60990533,60990965,"80,66,72","516,489,440","162,186,196","420,350,516",0,-0.132
50,"RI","Solyc09g066470.4","-",60990533,60990965,"64,88,83","569,507,563","252,251,310","685,411,545",0,-0.168
60,"RI","Solyc09g066470.4","-",60990533,60990965,"71,81,78","489,530,451","222,254,205","450,608,527",0,-0.131
70,"RI","Solyc09g066470.4","-",60990533,60990965,"82,52,51","520,563,440","359,341,267","489,583,586",0,-0.207
105,"RI","Solyc09g066470.4","-",60990533,60990965,"72,49,60","429,432,404","446,525,463","533,538,450",0,-0.301
105,"RI","Solyc09g066470.4","-",60990533,60990965,"59,39,43","5,6,10","361,445,381","3,0,5",2.37759834235221e-11,-0.186
90,"RI","Solyc09g074310.3","+",62304429,62304726,"0,0,1","5,1,2","8,8,2","0,0,0",2.86732289829245e-14,-0.923
105,"RI","Solyc09g074310.3","+",62304429,62304726,"5,4,2","4,1,2","11,4,5","0,0,0",7.76576610935485e-06,-0.496
105,"RI","Solyc09g075390.4","-",63317633,63317912,"32,51,35","317,304,399","103,98,80","239,276,300",5.95951803834251e-13,-0.113
120,"RI","Solyc09g075390.4","-",63317633,63317912,"60,46,30","431,269,283","101,75,108","216,340,286",4.74485822061898e-08,-0.102
50,"RI","Solyc09g082380.4","+",64239474,64239891,"4,9,2","5,11,7","0,0,0","1,9,9",2.26715577847254e-05,0.234
60,"RI","Solyc09g082380.4","+",64248320,64248584,"4,3,10","9,11,16","0,3,0","12,29,13",0.000234571301728257,0.164
60,"RI","Solyc09g082650.4","+",64472777,64473093,"5,4,2","0,0,0","8,24,4","4,8,8",1.16521302172009e-06,0.521
70,"RI","Solyc09g082650.4","+",64472777,64473093,"3,12,3","0,0,0","11,2,13","5,2,8",1.09013054012619e-07,0.515
80,"RI","Solyc09g082650.4","+",64472777,64473093,"7,4,6","0,0,1","8,12,12","3,2,12",0.000249564956195416,0.333
90,"RI","Solyc09g082650.4","+",64472414,64472905,"9,6,3","0,0,0","19,15,25","5,3,1",0.000145436721062069,0.235
20,"RI","Solyc09g083190.3","+",64976569,64976911,"2,20,24","0,0,0","12,9,12","5,3,3",7.05891234975531e-06,0.345
90,"RI","Solyc09g083190.3","+",64976569,64976911,"15,33,24","0,3,0","18,6,6","10,5,5",1.17748225805728e-07,0.496
105,"RI","Solyc09g083190.3","+",64976569,64976911,"12,19,25","0,0,4","20,3,7","8,10,10",7.42876135582303e-06,0.575
50,"RI","Solyc09g089560.4","-",65361692,65362162,"26,24,19","6,3,4","13,8,8","8,11,10",0.000644070567065914,0.396
105,"RI","Solyc09g089560.4","-",65361692,65362162,"8,30,12","0,9,4","11,1,9","27,9,15",5.98564550208572e-05,0.591
120,"RI","Solyc09g089560.4","-",65361692,65362162,"25,12,7","8,11,4","6,4,1","8,20,30",1.56064687230294e-05,0.35
120,"RI","Solyc09g089560.4","-",65359781,65360128,"1,13,7","40,25,50","21,23,27","24,22,35",1.41983696936061e-05,-0.247
70,"RI","Solyc09g090570.2","+",66156757,66157229,"340,361,349","138,138,143","588,580,883","150,119,147",6.24220942605584e-07,-0.151
80,"RI","Solyc09g090570.2","+",66156757,66157229,"388,306,375","116,132,153","634,772,637","99,118,109",4.13477765792375e-10,-0.186
90,"RI","Solyc09g090570.2","+",66156757,66157229,"380,529,430","135,220,117","766,883,920","163,154,185",4.04111969821515e-05,-0.125
105,"RI","Solyc09g090570.2","+",66156757,66157229,"347,374,468","100,165,176","1003,707,629","225,157,142",0.000721382032453564,-0.112
120,"RI","Solyc09g090570.2","+",66156757,66157229,"423,300,355","186,154,150","744,1014,785","189,148,80",1.14345323104678e-09,-0.234
60,"RI","Solyc09g091030.3","+",66478705,66479122,"74,63,82","752,823,859","472,406,397","614,824,664",0,-0.231
60,"RI","Solyc09g091030.3","+",66478705,66479122,"40,43,47","5,15,2","288,228,261","0,6,8",2.40218601841917e-05,-0.164
70,"RI","Solyc09g091030.3","+",66478690,66479122,"64,72,86","900,765,749","484,406,359","638,596,589",0,-0.251
70,"RI","Solyc09g091030.3","+",66478690,66479122,"39,47,53","10,8,2","313,239,245","9,12,2",0.00103281630741545,-0.14
90,"RI","Solyc09g091030.3","+",66478705,66479122,"76,122,87","894,1114,956","493,510,543","659,604,694",0,-0.282
105,"RI","Solyc09g091030.3","+",66478690,66479122,"33,41,40","18,10,13","639,473,363","28,13,0",0,-0.321
105,"RI","Solyc09g091030.3","+",66478690,66479122,"51,63,57","779,720,617","967,752,559","2141,800,663",0,-0.271
120,"RI","Solyc09g091030.3","+",66478690,66479122,"58,42,41","13,16,13","443,335,360","5,0,0",0,-0.314
120,"RI","Solyc09g091030.3","+",66478690,66479122,"85,61,53","887,496,740","664,584,560","647,763,643",0,-0.306
90,"RI","Solyc09g098040.3","+",68008350,68008648,"70,71,62","0,0,0","48,30,67","3,5,7",4.64170542350065e-06,0.144
105,"RI","Solyc09g098040.3","+",68014439,68014716,"51,40,73","16,0,0","92,98,54","0,0,0",0.000640628254659133,-0.11
120,"RI","Solyc09g098040.3","+",68008350,68008648,"47,42,40","1,1,11","49,36,62","0,0,0",0.000200286096939444,-0.122
80,"RI","Solyc09g098500.4","+",68368687,68369123,"0,1,0","34,70,69","3,8,5","42,27,30",2.74878025447194e-05,-0.103
90,"RI","Solyc09g098500.4","+",68368687,68369123,"9,3,4","61,90,70","12,7,15","33,38,50",0.000272163808311175,-0.11
105,"RI","Solyc10g005310.3","-",102444,102890,"18,18,8","120,105,76","28,34,22","111,49,65",0.000797971162419609,-0.124
120,"RI","Solyc10g005310.3","-",102444,102890,"18,11,4","92,81,86","30,27,43","80,86,97",1.01134673812622e-05,-0.119
90,"RI","Solyc10g005630.3","+",394710,395098,"1,0,6","74,156,110","11,25,17","78,58,90",1.37360449811878e-11,-0.101
105,"RI","Solyc10g005630.3","+",394710,395098,"9,6,7","85,92,110","44,24,28","104,60,90",5.73344492429354e-10,-0.124
120,"RI","Solyc10g005630.3","+",394710,395098,"1,0,4","129,83,136","34,11,32","76,55,87",0,-0.14
15,"RI","Solyc10g006820.4","-",1143376,1143707,"3,5,3","79,57,29","10,5,16","32,27,32",0.000291770927015097,-0.103
60,"RI","Solyc10g006820.4","-",1143376,1143707,"6,8,7","58,93,58","18,14,14","34,57,35",0.000189998251404226,-0.113
70,"RI","Solyc10g006820.4","-",1143376,1143707,"0,9,11","43,65,80","23,18,13","32,27,63",3.31487301054319e-05,-0.16
80,"RI","Solyc10g006820.4","-",1143376,1143707,"12,11,2","73,89,71","9,22,11","44,38,34",0.000725352973491603,-0.103
90,"RI","Solyc10g006820.4","-",1143376,1143707,"2,19,4","83,129,82","17,13,11","47,32,34",6.33247068851979e-06,-0.119
30,"RI","Solyc10g011730.3","+",3774801,3775232,"5,15,8","0,0,0","5,1,1","4,5,0",5.11803279114837e-05,0.49
60,"RI","Solyc10g011730.3","+",3774801,3775232,"3,17,14","0,0,0","0,3,1","4,1,1",7.15111548994246e-06,0.663
25,"RI","Solyc10g018530.2","-",8416096,8416567,"106,67,73","0,0,0","74,88,83","15,6,0",2.3258558186183e-05,0.136
60,"RI","Solyc10g018530.2","-",8422694,8423048,"65,117,46","149,189,103","93,115,62","76,65,82",0.000562535112518628,-0.175
60,"RI","Solyc10g018530.2","-",8416096,8416567,"62,119,49","200,250,234","76,79,89","103,137,135",0.000233905056348538,-0.127
90,"RI","Solyc10g018530.2","-",8416140,8416567,"66,89,68","16,6,7","67,50,51","0,0,0",9.30529539456925e-08,-0.151
105,"RI","Solyc10g018530.2","-",8426826,8427029,"21,42,35","155,211,180","38,36,44","112,66,89",6.05498325260675e-06,-0.122
70,"RI","Solyc10g044740.2","+",26675256,26675553,"9,9,3","61,68,63","21,16,18","58,55,55",0.000628623470781966,-0.108
80,"RI","Solyc10g044740.2","+",26674983,26675366,"9,11,25","49,50,45","38,21,44","33,35,26",0.000378309595871471,-0.218
80,"RI","Solyc10g044740.2","+",26675256,26675553,"1,7,1","45,45,39","19,17,10","47,37,38",8.18981493060987e-06,-0.151
105,"RI","Solyc10g044740.2","+",26675256,26675553,"12,1,1","63,39,44","18,21,7","39,39,39",0.000188478844035467,-0.148
120,"RI","Solyc10g044740.2","+",26672923,26673337,"4,5,10","59,39,45","35,11,32","25,32,31",8.21043729385952e-07,-0.236
25,"RI","Solyc10g050060.2","-",46705898,46706380,"7,12,10","218,139,98","31,22,41","96,99,109",4.58868398833283e-10,-0.119
30,"RI","Solyc10g050060.2","-",46705898,46706380,"16,5,10","193,138,159","68,53,57","85,105,119",0,-0.236
40,"RI","Solyc10g050060.2","-",46705898,46706380,"5,12,4","171,128,145","39,58,51","81,103,158",0,-0.194
50,"RI","Solyc10g050060.2","-",46705898,46706380,"69,8,21","136,144,184","104,82,67","138,104,82",9.64986639206896e-09,-0.219
50,"RI","Solyc10g050060.2","-",46706061,46706547,"44,9,3","224,232,222","72,60,54","200,151,163",0,-0.136
60,"RI","Solyc10g050060.2","-",46707717,46708050,"0,2,0","268,217,140","14,52,21","141,152,127",0,-0.109
70,"RI","Solyc10g050060.2","-",46705898,46706380,"12,8,9","257,167,128","151,117,189","126,121,118",0,-0.409
80,"RI","Solyc10g050060.2","-",46705898,46706380,"8,6,22","142,114,194","103,101,78","94,133,118",0,-0.302
90,"RI","Solyc10g050060.2","-",46705898,46706380,"2,23,6","189,270,156","145,136,106","103,137,121",0,-0.381
105,"RI","Solyc10g050060.2","-",46706061,46706519,"0,0,1","215,159,177","65,51,59","316,272,234",0,-0.115
30,"RI","Solyc10g051110.1","-",50523382,50523793,"3,1,2","0,0,0","2,0,1","2,1,1",0.000636374469886787,0.778
40,"RI","Solyc10g051110.1","-",50522198,50522500,"6,10,10","2,4,5","8,25,22","0,0,1",1.03779306848301e-05,-0.365
80,"RI","Solyc10g051110.1","-",50519979,50520420,"36,22,37","59,0,36","13,21,7","0,0,0",5.72826509990363e-06,-0.454
90,"RI","Solyc10g051110.1","-",50522198,50522500,"23,25,9","2,12,9","18,15,13","0,0,1",1.15986629587409e-05,-0.349
105,"RI","Solyc10g051110.1","-",50523382,50523793,"9,3,0","0,5,6","3,5,2","0,0,0",1.04926102181464e-05,-0.59
120,"RI","Solyc10g051110.1","-",50522198,50522500,"17,20,2","10,8,1","10,29,8","2,0,1",0.000214507353120451,-0.303
80,"RI","Solyc10g052660.4","-",52251036,52251299,"7,7,5","18,24,23","17,26,26","5,8,16",4.64317552553524e-08,-0.457
90,"RI","Solyc10g052660.4","-",52251036,52251299,"7,6,9","25,16,10","31,36,46","14,5,10",2.94360974528784e-07,-0.479
120,"RI","Solyc10g052660.4","-",52251036,52251299,"5,10,7","25,8,13","34,19,43","10,7,7",9.92941640913556e-06,-0.433
80,"RI","Solyc10g054870.3","-",55088679,55089051,"31,30,46","0,0,2","40,53,62","13,3,7",0.000137174934127598,0.172
90,"RI","Solyc10g054870.3","-",55088679,55088999,"25,50,37","2,0,0","64,78,75","16,18,6",2.48725387481201e-06,0.186
105,"RI","Solyc10g054870.3","-",55088679,55089051,"6,38,53","0,0,0","93,80,53","6,25,10",1.14246309996124e-07,0.221
120,"RI","Solyc10g054870.3","-",55088679,55089051,"45,29,34","0,0,0","45,64,47","5,17,16",1.28102028984486e-09,0.269
105,"RI","Solyc10g075030.3","+",57767134,57767462,"0,0,0","9,2,3","8,6,1","3,11,9",0.000104590625451164,-0.279
105,"RI","Solyc10g075030.3","+",57773088,57773395,"2,4,24","84,71,66","40,28,50","155,73,95",0.000455655862017208,-0.118
120,"RI","Solyc10g075030.3","+",57767134,57767462,"1,0,0","8,2,1","10,5,0","1,1,1",8.16550923886612e-05,-0.496
120,"RI","Solyc10g075030.3","+",57773088,57773395,"10,4,14","99,74,88","19,26,29","83,57,81",3.29011063992191e-05,-0.119
70,"RI","Solyc10g079110.2","-",59836073,59836521,"24,20,28","0,0,0","23,17,21","0,8,8",8.66434012462841e-06,0.306
80,"RI","Solyc10g079110.2","-",59834427,59834870,"21,17,36","81,114,104","42,55,40","80,81,96",0.000510859475660902,-0.1
90,"RI","Solyc10g079110.2","-",59833697,59834158,"9,14,13","0,3,11","0,2,0","2,1,2",0.000929697069618563,0.534
90,"RI","Solyc10g079110.2","-",59834427,59834870,"18,28,20","119,114,114","47,45,70","100,109,101",7.40835370693885e-07,-0.119
105,"RI","Solyc10g079110.2","-",59834031,59834317,"4,10,8","0,0,0","5,24,3","5,9,0",2.55312296890719e-05,0.314
105,"RI","Solyc10g079110.2","-",59834031,59834317,"4,10,8","0,6,5","5,24,3","0,1,0",0.000136513507958386,-0.298
105,"RI","Solyc10g079110.2","-",59834427,59834870,"16,16,24","83,83,129","71,62,46","132,70,55",2.19962152103549e-10,-0.184
25,"RI","Solyc10g083360.2","+",62363118,62363589,"3,2,0","6,5,8","6,10,15","1,5,6",0.000483467802368331,-0.48
25,"RI","Solyc10g083360.2","+",62363118,62363589,"3,2,0","7,9,10","6,10,15","7,5,3",0.000589800071632426,-0.42
50,"RI","Solyc10g083360.2","+",62363118,62363589,"18,21,7","15,5,20","12,27,17","0,0,0",9.27163580478896e-10,-0.6
70,"RI","Solyc10g083360.2","+",62363118,62363589,"15,5,11","7,2,7","36,25,19","0,0,2",2.1193583012297e-07,-0.438
80,"RI","Solyc10g083360.2","+",62363118,62363589,"14,10,8","4,5,3","8,23,29","0,0,0",8.13410469513338e-08,-0.431
90,"RI","Solyc10g083360.2","+",62363118,62363589,"14,19,7","7,3,6","15,24,35","0,0,0",1.38248574104109e-08,-0.457
90,"RI","Solyc10g083360.2","+",62363118,62363589,"14,19,7","9,15,8","15,24,32","4,5,0",0.000734959769411055,-0.41
120,"RI","Solyc10g083360.2","+",62363118,62363589,"7,1,16","3,1,6","27,41,36","1,2,0",6.93846391550722e-05,-0.467
60,"RI","Solyc10g084150.2","-",62961312,62961732,"18,11,5","342,370,176","22,54,45","101,175,143",0,-0.119
70,"RI","Solyc10g084150.2","-",62961312,62961732,"12,34,2","298,273,274","70,55,75","133,147,151",0,-0.181
70,"RI","Solyc10g084150.2","-",62961592,62961913,"35,29,23","384,247,255","55,44,93","114,130,144",0,-0.167
80,"RI","Solyc10g084150.2","-",62961312,62961732,"4,15,13","326,308,280","61,63,75","164,169,114",0,-0.192
80,"RI","Solyc10g084150.2","-",62961592,62961913,"20,57,15","340,332,256","35,92,48","137,134,140",2.51370877518562e-11,-0.144
105,"RI","Solyc10g084150.2","-",62961312,62961732,"11,7,18","328,318,286","170,168,110","184,176,151",0,-0.314
105,"RI","Solyc10g084150.2","-",62961592,62961913,"32,44,29","334,324,263","103,109,86","180,177,138",0,-0.202
120,"RI","Solyc10g084150.2","-",62961312,62961732,"5,7,21","289,233,288","112,183,163","148,175,134",0,-0.344
5,"RI","Solyc10g084370.3","-",63097721,63098171,"163,154,118","64,55,54","122,139,74","96,95,64",0.000724571045055908,0.163
10,"RI","Solyc10g084370.3","-",63098035,63098457,"122,121,137","85,80,60","52,43,28","98,78,47",6.48772784948878e-08,0.242
